t ke gpe 
0 0 -1.24988
0.000262663 1.18354e-08 -1.24981
0.000958187 1.35065e-08 -1.24981
0.00186237 1.29357e-08 -1.24981
0.00287957 2.60418e-08 -1.24981
0.00406631 5.70673e-08 -1.24981
0.00525305 9.33852e-08 -1.24981
0.00620244 1.28687e-07 -1.24981
0.00715183 1.70584e-07 -1.24981
0.00810122 2.21074e-07 -1.24981
0.00905061 2.68838e-07 -1.24981
0.01 3.35387e-07 -1.24981
0.011 4.04135e-07 -1.24982
0.012 4.74279e-07 -1.24982
0.013 5.5867e-07 -1.24982
0.014 6.51194e-07 -1.24976
0.015 7.51892e-07 -1.24976
0.016 8.38937e-07 -1.24977
0.017 9.75545e-07 -1.24977
0.018 1.10256e-06 -1.24977
0.019 1.23355e-06 -1.24977
0.02 1.34694e-06 -1.24978
0.021 1.47458e-06 -1.24978
0.022 1.63698e-06 -1.24978
0.023 1.76701e-06 -1.24978
0.024 1.93249e-06 -1.24978
0.025 2.09322e-06 -1.24983
0.026 2.22831e-06 -1.24983
0.027 2.40369e-06 -1.24984
0.028 2.54757e-06 -1.24984
0.029 2.67246e-06 -1.24985
0.03 3.02036e-06 -1.24985
0.031 3.05297e-06 -1.24985
0.032 3.26298e-06 -1.24985
0.033 3.86211e-06 -1.24985
0.034 4.09893e-06 -1.24985
0.035 5.22137e-06 -1.24986
0.036 5.17493e-06 -1.24986
0.037 4.65948e-06 -1.24986
0.038 4.79679e-06 -1.24987
0.039 4.85248e-06 -1.24987
0.04 5.11525e-06 -1.24987
0.041 5.38338e-06 -1.24987
0.042 5.56956e-06 -1.24987
0.043 6.21659e-06 -1.24987
0.044 6.03199e-06 -1.24987
0.045 6.23779e-06 -1.24988
0.046 8.47078e-06 -1.24989
0.047 6.6342e-06 -1.24989
0.048 6.76635e-06 -1.2499
0.049 6.66837e-06 -1.2499
0.05 8.06128e-06 -1.2499
0.051 7.40979e-06 -1.24991
0.052 7.71226e-06 -1.24991
0.053 8.13051e-06 -1.24991
0.054 8.60699e-06 -1.24991
0.055 9.23715e-06 -1.24991
0.056 9.65687e-06 -1.24992
0.057 9.44031e-06 -1.24992
0.058 9.60571e-06 -1.24992
0.059 1.00216e-05 -1.24992
0.06 1.08301e-05 -1.24992
0.061 1.06938e-05 -1.24992
0.062 1.23831e-05 -1.24992
0.063 1.08993e-05 -1.24992
0.064 1.1357e-05 -1.24992
0.065 1.25416e-05 -1.24993
0.066 1.31484e-05 -1.24993
0.067 1.23394e-05 -1.24993
0.068 1.27435e-05 -1.24993
0.069 1.34278e-05 -1.24993
0.07 1.39319e-05 -1.24993
0.071 1.43471e-05 -1.24993
0.072 1.47214e-05 -1.24993
0.073 1.52142e-05 -1.24993
0.074 1.54815e-05 -1.24993
0.075 1.58436e-05 -1.24993
0.076 1.62067e-05 -1.24993
0.077 1.66532e-05 -1.24993
0.078 1.72518e-05 -1.24993
0.079 1.76886e-05 -1.24993
0.08 1.78259e-05 -1.24993
0.081 1.83469e-05 -1.24993
0.082 1.88014e-05 -1.24993
0.083 1.92309e-05 -1.24993
0.084 1.96478e-05 -1.24993
0.085 2.00634e-05 -1.24993
0.086 2.03791e-05 -1.24994
0.087 2.05946e-05 -1.24994
0.088 2.0938e-05 -1.24994
0.089 2.14723e-05 -1.24994
0.09 2.18242e-05 -1.24994
0.091 2.23163e-05 -1.24994
0.092 2.26016e-05 -1.24994
0.093 2.32184e-05 -1.24994
0.094 2.37367e-05 -1.24994
0.095 2.41772e-05 -1.24994
0.096 2.47699e-05 -1.24994
0.097 2.4958e-05 -1.24994
0.098 2.55e-05 -1.24994
0.099 2.585e-05 -1.24994
0.1 2.65103e-05 -1.24994
0.101 2.68873e-05 -1.24994
0.102 2.73479e-05 -1.24994
