-0.499708 -0.498047
-0.499856 -0.494141
-0.442055 -0.48516
-0.439453 -0.485569
-0.442085 -0.482422
-0.441581 -0.480333
-0.438539 -0.481178
-0.439717 -0.480315
-0.446217 -0.462891
-0.445918 -0.460381
-0.443104 -0.465298
-0.4451 -0.463145
-0.440068 -0.465549
-0.438895 -0.462891
-0.443359 -0.460255
-0.440582 -0.460458
-0.437412 -0.484522
-0.437494 -0.484334
-0.42232 -0.478128
-0.418126 -0.480483
-0.420185 -0.479522
-0.416516 -0.477965
-0.419922 -0.474339
-0.415517 -0.474484
-0.412109 -0.473339
-0.411617 -0.47093
-0.408203 -0.473409
-0.409902 -0.470703
-0.406798 -0.462891
-0.408592 -0.458984
-0.409676 -0.455078
-0.410473 -0.451172
-0.411042 -0.447266
-0.410473 -0.451172
-0.411366 -0.443359
-0.411456 -0.439453
-0.40625 -0.472656
-0.404297 -0.470412
-0.400391 -0.4708
-0.396484 -0.469935
-0.392578 -0.469515
-0.388672 -0.469751
-0.384766 -0.470324
-0.380859 -0.471098
-0.376953 -0.472039
-0.404665 -0.466797
-0.406798 -0.462891
-0.411344 -0.435547
-0.411054 -0.431641
-0.410611 -0.427734
-0.410011 -0.423828
-0.410011 -0.423828
-0.409265 -0.419922
-0.408451 -0.416016
-0.40766 -0.412109
-0.406952 -0.408203
-0.406371 -0.404297
-0.406006 -0.388672
-0.406773 -0.384766
-0.410164 -0.376953
-0.408096 -0.380859
-0.410164 -0.376953
-0.406371 -0.404297
-0.405931 -0.400391
-0.405684 -0.396484
-0.405691 -0.392578
-0.406006 -0.388672
-0.494141 -0.341797
-0.486328 -0.341797
-0.498591 -0.313564
-0.482422 -0.341797
-0.474609 -0.341797
-0.470703 -0.341797
-0.465677 -0.369141
-0.46273 -0.369816
-0.465672 -0.366429
-0.462891 -0.36654
-0.460133 -0.367619
-0.45459 -0.368994
-0.45865 -0.366849
-0.454919 -0.365234
-0.453359 -0.363186
-0.451172 -0.370255
-0.448725 -0.368233
-0.451027 -0.364118
-0.45302 -0.363264
-0.448543 -0.365583
-0.441616 -0.359749
-0.439453 -0.3605
-0.441777 -0.356569
-0.442527 -0.353516
-0.439346 -0.357851
-0.439892 -0.353516
-0.442889 -0.349554
-0.443931 -0.345703
-0.440687 -0.348884
-0.43874 -0.345793
-0.466797 -0.333984
-0.466797 -0.326172
-0.443217 -0.341797
-0.441601 -0.339752
-0.438978 -0.341003
-0.440724 -0.339685
-0.497138 -0.310547
-0.498516 -0.30734
-0.477758 -0.286116
-0.478241 -0.283203
-0.474609 -0.286327
-0.474771 -0.283203
-0.484565 -0.273684
-0.485653 -0.271484
-0.48608 -0.267578
-0.484454 -0.265594
-0.482422 -0.275667
-0.478516 -0.277718
-0.477182 -0.276786
-0.482422 -0.267388
-0.478593 -0.271484
-0.476319 -0.278782
-0.475499 -0.275391
-0.482422 -0.254385
-0.482422 -0.25323
-0.480186 -0.254539
-0.480333 -0.25353
-0.458984 -0.281416
-0.455078 -0.283618
-0.449219 -0.289062
-0.451172 -0.283229
-0.449219 -0.285156
-0.448712 -0.281759
-0.46101 -0.279297
-0.463296 -0.275391
-0.464432 -0.271484
-0.464321 -0.267578
-0.46101 -0.279297
-0.463436 -0.263672
-0.462415 -0.259766
