-0.268753 -0.314453
-0.265658 -0.318359
-0.268753 -0.314453
-0.248234 -0.337891
-0.255619 -0.330078
-0.252001 -0.333984
-0.255619 -0.330078
-0.26244 -0.322266
-0.259095 -0.326172
-0.26244 -0.322266
-0.265658 -0.318359
-0.259095 -0.326172
-0.280125 -0.298828
-0.290093 -0.283203
-0.285287 -0.291016
-0.282691 -0.294922
-0.285287 -0.291016
-0.287757 -0.287109
-0.290093 -0.283203
-0.296906 -0.271484
-0.29904 -0.267578
-0.305094 -0.255859
-0.307019 -0.251953
-0.301116 -0.263672
-0.303146 -0.259766
-0.301116 -0.263672
-0.305094 -0.255859
-0.292472 -0.279297
-0.294716 -0.275391
-0.292472 -0.279297
-0.296906 -0.271484
-0.274616 -0.306641
-0.277435 -0.302734
-0.280125 -0.298828
-0.277435 -0.302734
-0.271718 -0.310547
-0.274616 -0.306641
-0.312492 -0.240234
-0.314204 -0.236328
-0.320733 -0.220703
-0.315929 -0.232422
-0.317537 -0.228516
-0.315929 -0.232422
-0.319178 -0.224609
-0.320733 -0.220703
-0.32804 -0.201172
-0.329348 -0.197266
-0.331991 -0.189453
-0.330687 -0.193359
-0.331991 -0.189453
-0.323781 -0.212891
-0.322258 -0.216797
-0.323781 -0.212891
-0.325189 -0.208984
-0.326634 -0.205078
-0.325189 -0.208984
-0.32804 -0.201172
-0.343799 -0.146484
-0.344626 -0.142578
-0.345425 -0.138672
-0.346197 -0.134766
-0.347661 -0.126953
-0.346947 -0.130859
-0.347661 -0.126953
-0.335644 -0.177734
-0.336739 -0.173828
-0.333193 -0.185547
-0.334416 -0.181641
-0.335644 -0.177734
-0.336739 -0.173828
-0.337834 -0.169922
-0.338949 -0.166016
-0.340002 -0.162109
-0.340969 -0.158203
-0.340002 -0.162109
-0.34192 -0.154297
-0.342877 -0.150391
-0.343799 -0.146484
-0.308885 -0.248047
-0.31071 -0.244141
-0.308885 -0.248047
-0.312492 -0.240234
-0.34829 -0.123047
-0.348886 -0.119141
-0.349435 -0.115234
-0.349938 -0.111328
-0.351443 -0.0957031
-0.350394 -0.107422
-0.3508 -0.103516
-0.351151 -0.0996094
-0.351443 -0.0957031
-0.351674 -0.0917969
-0.351833 -0.0878906
-0.351931 -0.0839844
-0.351956 -0.0800781
-0.351904 -0.0761719
-0.351769 -0.0722656
-0.351535 -0.0683594
-0.351769 -0.0722656
-0.351535 -0.0683594
-0.351212 -0.0644531
-0.350785 -0.0605469
-0.350244 -0.0566406
-0.349572 -0.0527344
-0.348753 -0.0488281
-0.34779 -0.0449219
-0.34779 -0.0449219
-0.346616 -0.0410156
-0.345261 -0.0371094
-0.343645 -0.0332031
-0.343645 -0.0332031
-0.341755 -0.0292969
-0.339505 -0.0253906
-0.341755 -0.0292969
-0.339505 -0.0253906
-0.336771 -0.0214844
-0.336771 -0.0214844
-0.333312 -0.0175781
-0.330078 -0.0147196
-0.330078 -0.0147196
-0.326172 -0.0120631
-0.326172 -0.0120631
-0.322266 -0.0103174
-0.322266 -0.0103174
-0.318359 -0.00922625
-0.314453 -0.00877454
-0.310547 -0.00898331
-0.306641 -0.00977634
-0.302734 -0.0111108
-0.302734 -0.0111108
-0.298828 -0.0129915
-0.294922 -0.0153942
-0.291016 -0.0183555
-0.291016 -0.0183555
-0.287109 -0.0218441
-0.279808 -0.0292969
-0.283553 -0.0253906
-0.287109 -0.0218441
-0.294922 -0.0153942
-0.279297 -0.0298289
-0.275391 -0.0336694
-0.275391 -0.0336694
-0.267578 -0.0399039
-0.271484 -0.0370398
-0.267578 -0.0399039
-0.251953 -0.0466959
-0.263672 -0.0422829
-0.263672 -0.0422829
-0.259766 -0.0441123
-0.255859 -0.0455718
-0.251953 -0.0466959
-0.279808 -0.0292969
-0.201172 -0.375298
-0.197266 -0.377629
-0.189453 -0.382027
-0.193359 -0.379898
-0.193359 -0.379898
-0.189453 -0.382027
-0.173828 -0.389783
-0.185547 -0.384107
-0.181641 -0.386068
-0.181641 -0.386068
