t ke gpe 
0 0 -1.24981
0.000262663 2.6145e-09 -1.24981
0.000958187 7.79417e-09 -1.24981
0.00186237 1.06441e-08 -1.2498
0.00287957 2.75207e-08 -1.2498
0.00406631 5.55345e-08 -1.2498
0.00525305 9.47696e-08 -1.2498
0.00643979 1.39762e-07 -1.2498
0.00762652 2.00293e-07 -1.2498
0.00881326 2.57283e-07 -1.2498
0.01 3.32439e-07 -1.2498
0.0116667 4.60713e-07 -1.2498
0.0133333 5.91442e-07 -1.24975
0.015 7.37242e-07 -1.24975
0.0166667 9.98144e-07 -1.24975
0.0183333 1.13257e-06 -1.24975
0.02 1.3801e-06 -1.24975
0.022 1.67534e-06 -1.24975
0.024 2.01146e-06 -1.24978
0.026 2.19476e-06 -1.24978
0.028 2.75527e-06 -1.24982
0.03 3.07839e-06 -1.24982
0.0325 3.5247e-06 -1.24982
0.035 4.10407e-06 -1.24983
0.0375 4.66502e-06 -1.24983
0.04 5.46374e-06 -1.24983
0.0425 6.02704e-06 -1.24983
0.045 6.79942e-06 -1.24984
0.0475 7.45517e-06 -1.24984
0.05 8.2448e-06 -1.24985
0.0525 9.03725e-06 -1.24986
0.055 9.75746e-06 -1.24986
0.0575 1.06971e-05 -1.24986
0.06 1.15029e-05 -1.24986
0.0625 1.2528e-05 -1.24986
0.065 1.31628e-05 -1.24987
0.0675 1.40117e-05 -1.24987
0.07 1.55624e-05 -1.24988
0.0725 1.65268e-05 -1.24989
0.075 1.70988e-05 -1.24989
0.0775 1.8459e-05 -1.24989
0.08 1.90107e-05 -1.24989
0.0825 2.08244e-05 -1.24989
0.085 2.09231e-05 -1.2499
0.0875 2.18113e-05 -1.24989
0.09 2.32875e-05 -1.2499
0.0925 2.47782e-05 -1.24989
0.095 2.55953e-05 -1.24989
0.0975 2.74918e-05 -1.2499
0.1 2.75336e-05 -1.2499
0.1025 3.11777e-05 -1.2499
0.105 3.15909e-05 -1.2499
0.1075 3.12644e-05 -1.2499
0.11 3.37968e-05 -1.24991
0.1125 3.33722e-05 -1.24991
0.115 3.72727e-05 -1.24991
0.1175 3.52773e-05 -1.24991
0.12 3.90849e-05 -1.24992
0.1225 4.00647e-05 -1.24992
0.125 3.88414e-05 -1.24992
0.1275 4.27125e-05 -1.24992
0.13 4.31186e-05 -1.24992
0.1325 4.18905e-05 -1.24993
0.135 4.50082e-05 -1.24993
0.1375 4.40686e-05 -1.24993
0.14 4.46716e-05 -1.24993
0.1425 4.70715e-05 -1.24994
0.145 4.67459e-05 -1.24994
0.1475 5.04179e-05 -1.24994
0.15 5.08694e-05 -1.24994
0.1525 4.95645e-05 -1.24994
0.155 5.03126e-05 -1.24994
0.1575 5.16832e-05 -1.24995
0.16 5.2056e-05 -1.24995
0.1625 5.31319e-05 -1.24995
0.165 5.34956e-05 -1.24995
0.1675 5.45435e-05 -1.24995
0.17 5.47059e-05 -1.24996
0.1725 5.58867e-05 -1.24996
0.175 5.57941e-05 -1.24996
0.1775 5.72092e-05 -1.24996
0.18 5.69587e-05 -1.24997
0.1825 5.67537e-05 -1.24997
0.185 5.79676e-05 -1.24997
0.1875 5.75513e-05 -1.24997
0.19 5.83962e-05 -1.24997
0.1925 5.82152e-05 -1.24998
0.195 5.87579e-05 -1.24998
0.1975 5.86771e-05 -1.24998
0.2 5.90833e-05 -1.24998
0.2025 5.88536e-05 -1.24999
0.205 5.93437e-05 -1.24999
0.2075 5.90573e-05 -1.24999
0.21 5.84045e-05 -1.24999
0.2125 5.8694e-05 -1.24999
0.215 5.81772e-05 -1.25
0.2175 5.81911e-05 -1.25
0.22 5.82951e-05 -1.25
0.2225 5.86305e-05 -1.25
0.225 5.87939e-05 -1.24999
0.2275 5.90322e-05 -1.24999
0.23 5.91196e-05 -1.24999
0.2325 5.92334e-05 -1.24999
0.235 5.92319e-05 -1.24998
0.2375 5.92456e-05 -1.24998
0.24 5.91395e-05 -1.24998
0.2425 5.90271e-05 -1.24998
0.245 5.88866e-05 -1.24997
0.2475 5.86362e-05 -1.24997
0.25 5.84401e-05 -1.24997
0.2525 5.81134e-05 -1.24997
0.255 5.78236e-05 -1.24996
0.2575 5.73669e-05 -1.24996
0.26 5.69752e-05 -1.24996
0.2625 5.64527e-05 -1.24996
0.265 5.59717e-05 -1.24996
0.2675 5.53141e-05 -1.24996
0.27 5.48193e-05 -1.24995
